business_name,review_id,user_id,stars,review_date,review_text,funny,useful,cool
Pizzeria Bianco,GNIn0jD3Fbjl55mWIJFYYA,4_YfcfHkCem1onJFkItxjA,5,2006-09-18,This place is reminiscent of thin-crust Neapolitan pizza I've had in Italy - who would have thought?  The first time I came here a couple years back I,2,5,3
Urban Cookies,ngS8IEdQruGJAJ1Sf5_igQ,67QGJdqABqaSEsQR4esrsA,5,2009-05-27,"Is it too much to call these cookies godlike?
Because they are, really. I can't think of many times that I have had a cookie where I can taste every ",2,4,2
SakeBomber Sushi & Grill,Blt_sDP9TN-bSFpvDULetQ,DPsmPEPp-TfNDaHiz7czSQ,5,2008-12-03,"So, I visited Phoenix recently and some of my friends took me out for Sushi at SakeBomber's.  ""I thought, sushi in the desert are you kidding me?""  Bu",1,0,1
Pure Elements Salon,onmZcjBg2VU-mIyVemwXXQ,kFbMQWznN4iat4Vw6IfQLQ,5,2012-11-18,I have been meaning to get my hair cut for a while but I've been apprehensive.  I used to have a great stylist in Glendale an was wanting the same pri,0,0,0
T.C. Eggington's,VVEDaqc39nuqXqGubHlP9w,U2f4haSnEtcRWvBzb4k30w,2,2011-04-03,"My Fiance and I used to come here every weekend to eat. The food was always good, and the menu choices were ""different."" 
However I am sad to say tha",0,0,0
Five Guys Burgers and Fries,8sscQ0uZeYWRlHWpJB3vZw,Ps1Db9zOatoF_76FZNO5CQ,4,2013-10-30,I have kept hearing about this place but was wary because some of the other burger transplants in the last few years have been mediocre in my opinion.,2,3,3
Ristorante Giuseppe,3r1Dch_Lr2RDiajGt6xNPw,cQKexcVbLaUv7_seHT4PlA,5,2012-03-09,I've enjoyed my trip to  Phoenix and the good food is one of the reasons.  I really liked Ristorante Giuseppe.  Great food and the owner was very welc,1,0,0
U.S. Egg,JZgUw2LRgCdPwkwJOgFZvg,n9Zg0jlOGtxfIrvoPm6Hhw,3,2011-07-03,"Breakfast...  a leisurely one is a great way to start a weekend.  On a recent Saturday morning, my friend and I stopped by U.S. Egg in search of a fav",1,3,2
In-N-Out Burger,aKXAtql4hiy1YeRddvxpdA,0N0ngSQ8Njxfuvdxm1RpFA,4,2011-05-22,"Due to being a Vegetarian, the pure thought of In-N-Out used to make me feel a little unsettled and queasy. I mean that's a LOT of meat being pumped o",0,2,0
Beaver Choice,-oNoGn1Rfkl9Otji8HOVng,0KAHnPpVNCuRHvzUOFNOug,5,2011-10-30,Awesome dessert!!!,0,1,0
Golden Corral,ExqbirfqXmDZOvHskamDMA,Nkcyr3rQ2H7_J38KS5tPhg,4,2013-05-21,"Ok so yesterday I received a call from 'Chris', the nice restaurant manager. So it seems like my review last week made to the higher ups and I assume ",0,0,0
Jim's Coney Island Cafe,eTnM8Au-Egq9CF7kz7wQ1A,azZ4t0S4r4IBM7EpDZVPQw,4,2011-06-24,"Hidden away in southern Scottsdale, this quaint little cafe is about as good as it gets when it comes to good ol' diner food. My wife and I went there",1,1,0
Sweet Republic,KPrHv8JC8lGfZwXaxtatyA,7cR92zkDv4W3kqzii6axvg,5,2013-12-15,"Introduced a friend to the goodness of Sweet Republic.
Had the Madagascar Vanilla, and the Eggnog.
The vanilla was good, but the Eggnog tasted like ",0,1,1
Michele's Massage And  Aesthetics LLC,F3AgCO4LwyAJVzYSjGx9FA,86qFbRi-b_z25QhsSYdfPg,5,2012-12-11,"Michele is great! I found her through LivingSocial as well, but will be coming back again. She is good at her job and makes you feel comfortable. I'm ",0,0,0
Da Vàng,P9fnCnecpZ_W6dUmcCsfAQ,0tYlK-FieQXAdmTQ9DWTbA,4,2013-06-29,"The seafood Pho was really good - squid, shrimp, fish meatball, and imitation crab. Yum!  I'd come back to try other pho varieties especially the chic",0,0,1
Trader Joe's,9YagYg98uDYKHIRHihGv3w,laqSobmMSM_DkN82D5sEAw,4,2011-12-08,"I'm a big fan of Trader Joe's since 1998, I just wish that I don't have to drive 25 miles to shop here. I shop here 2~3 times a month and I enjoy ever",0,0,0
Best Western Casa Grande,WzuBCLDjvPu-oGHfG6uc-g,ssoDE70C2PDJmBy4FQO89Q,3,2014-01-21,"My wife and I stayed here after Thanksgiving, on our way back to California. We accidentally left an expensive digital camera in the room but didn't n",0,0,0
1130 The Restaurant,yDO4AEHoDHEDkmjKgNw4zg,6OWHDbEq23f24Vki_veHBA,3,2011-12-03,"1130 was the 3rd stop on our dine around tour today and it was pretty average. The three of us had a taste of everything they offered, but I had the p",0,0,0
Mary Coyle Ol Fashion Ice Cream,RJnpGWgfrNT_OH5xmPDmqQ,hEJkA8ZPbxJieogVEiOTGA,5,2013-06-20,I love this place when I'm living in phoenix for school. They seriously have the most delicious selection of ice cream flavors. I think my favorite is,0,0,0
Cvs Pharmacy,yjSEsdgQpj8bCKdBlbcjZg,BWo7K_QGZCO2PG1osiwRuQ,5,2012-07-07,"It's great that they text you when your script is ready! Makes life so much easier, and that alone is worth the 5 stars! It's CVS, not much more to wr",0,2,0
Little Cleo's Seafood Legend,3SQl2ZycvHQg00LQ9T23lw,zuoeE7GdXXlCgr995ImWfQ,1,2013-08-24,"EW. That about captures it. 
We were so excited to see a new Fox Restaurant Concept open up in town. Also, we are HUGE oyster and seafood fans and th",0,4,0
America's Taco Shop,XIZgDOeTsyf-CxJP0u4rxg,24EEEKrm8EBX83PqPZ5thg,4,2013-08-03,If you just want good tacos and not a fancy sit-down then this a great place.  It always hits the spot for my greasy sinful cravings. :),0,0,0
Cien Agaves Tacos & Tequila,OsVetfQpYt-YFmbNzaC36w,QOteSd-DMnuHLS6hKetCeg,4,2013-12-16,I like a laid back spot to watch Sunday football (with Sunday Football drink specials!) and an every day Happy Hour. How can you dislike a place like ,1,4,6
The Melting Pot,TJRbHtKjVUM0mx1Qs0kI4g,hkm0l9PnmjIDVlahUQlH3Q,4,2009-01-05,"This place is great!  I've been several times, with my husband as well as with girlfriends.  It's good for either occasion.  Girls can go and chat and",0,2,1
Del Taco,8KZgVak3ZuiPYFkGWZAHhw,3w8MrAftLHUpcw2TkeEqEA,2,2013-10-20,"Waited twenty minutes for our food. After fifteen, the manager came out and yelled at the staff. A better idea would be to help them get caught up.
On",0,0,0
Stingray Sushi,mppm4VFFlHKlWdFuHw0ftQ,ziRqquRYxr5qDjVsnucQgg,1,2011-08-04,"I have to say, I have not been impressed with most of the food I have had at the Biltmore Fashion Park and Stingray Sushi did not disappoint.  One of ",0,0,0
Z's Fine Jewelry,A0uL9mVUFnZdp8Mbv7rlPw,K9Z8my7hQM7BTX4cnWXjXw,5,2013-09-23,"Been going here for over 6 years now. Owners and staff are honest & genuine. Doesn't matter if you are spending $100 or $10K, you will get the same le",0,0,0
Matt's Big Breakfast,t5j3f-F99Bf2h_vFfxAfFQ,FL1xj5qKFZkU5GXVBj5TUA,5,2010-12-28,"Holy pancake orgasm, Batman!  
The richest. smoothest. buttery-est, fullest, fluffiest, tastiest cooked-to-perfection pancakes you'll ever eat. Those",1,3,2
Chandler Fashion Center,T7UWDEZRdMbMkg8tPJiODg,lcu7u9kSWMeSNq6j135BfQ,4,2012-12-28,"Clean, well lit, and safe. Different set of stores than Biltmore, Fashion Square, and Kierland Commons.",0,1,0
Kidstop Toys & Books,iH2JVic0jgKPRSJE6-6XuA,VPXgY9lGJF3XC4ZpusxNuA,3,2011-12-10,"Yes, this is an awesome toy store.  Huge selection and a friendly knowledgeable staff.  But the prices... Yikes! I really can appreciate the fact that",2,3,2
Krua Thai Cuisine,qjepbFxgC1Dcni984Ifd3g,tUjCEor48-dSGkP5Smma3A,3,2013-09-30,They must have changed their cook again.  We have gone to this place for the last 10 years but skipped for a couple years because the food was bland. ,0,0,0
Einstein Bagels,TKfgDgCd6nSrsKbMwFaoAw,7dwdRm4eu7CWtf_Eqit_dg,4,2011-09-13,Only one complaint about the management being rude to his employees.  There is a time and place and neither are infront of customers.  Other than that,0,0,0
Moto Sushi,IlBRHuclSI9OkblNrgqQDw,V-kXR3_zr1wCbVZ1Fz875w,5,2010-10-27,"You gotta try this place for sushi and ask for the underground menu!!  and save room for dessert, try their ice cream rolls!  My little picky sister w",0,0,0
Baskin-Robbins,MzKID97FHwKJAi8Yj1ro1w,Ovpa3S8xD96dLE5eDxcxJg,5,2007-03-16,"Someone please confirm or disconfirm this for me: but I heard that this particular store was shut down? Is this true?
I would be very truly upset if ",1,1,1
Heidi's Brooklyn Deli,B37TfC_dGnEOhivpBh3mTQ,qkjKeCt9elwxtiNrFL8qQg,5,2013-12-15,The service was wonderful.  They even take fax orders. Food is fantastic and convenient.  Thanks to all the staff at Heidi ' s for making my co-worker,0,0,0
House of Tricks,v9y6PXL2FAlxJkfUgffZxA,etPSFOKEytkDaIlZ3DtA3w,5,2009-02-19,"What can I say about HOT that hasn't already been said (in a good way that is)?
This place is amazing.  For those familiar with the east valley, this",0,0,0
Olivastro Oils & Balsamics,38UaIkHTgcoo3nr3WdzkTg,2h0A-NirfNl2p2SquFWYHQ,5,2013-01-16,I love this place!  Aubrie and Shawn West are the wonderful owners of this amazing Olive Oil and Balsamic shop located in the My Florist Plaza.  They ,0,1,0
Lowe's,V_Y5NpIW9fEeFJHP8UhQDg,onCVo3jNuKsSk8HcpDE1sQ,4,2011-11-16,"I have been avoiding Lowe's for about 3 years. After spending too much time and money there after my last residential move, I decided to call it quits",1,0,0
The Yard,g50dAeHVKYCiTQiLJG-wTA,vhxFLqRok6r-D_aQz0s-JQ,3,2013-03-19,It's Sam Fox.  The food is reliable and maybe a dollar overpriced.  The food (which is Culinary DropOut which is essentially Arrogant Butcher) will no,2,1,0
McCormick-Stillman Railroad Park,6YJnCGXwreRqCY4ymuo-rQ,-hrQ1omYozL_Ag6_899h4Q,4,2013-12-28,"LOCATION: Conveniently located right off of Scottsdale Rd, not TOO far south of the 101, in central Scottsdale. It is actually part of a park with a k",0,0,0
Schlotzsky's,rotbWMd9h1vhCvLkmhyprA,dw6WrHdihS1EE8XsC9_5AQ,4,2013-02-13,My favorite!! Has a drive thru as well!!!,0,0,0
Great Wall Chinese Restaurant,Wf9ow7Cc_6sCXobgaR2IAA,RZRfF_oBwtVncFKG5aAKrw,4,2012-04-28,"Came across this place because it is next door to the Little Caesars that we get our ""Family Movie Night"" pizza from. 
After a little of hesitation w",1,1,0
Sanctum,F0HpMjx_wIP8u_Ek7P63Fw,6ts41fCsDKHbFZaKOMNmVQ,5,2012-03-26,"What a beautiful bar! 
I went for my first time this past Saturday for Doom Disco. The dj's played amazing jams all night long. The drinks were cheap",0,1,0
The Duce,VQS-hzAC9-hAdT5HSg8Jtw,XwEY9qjfXtdpNbmRY2p_bA,4,2013-10-01,"This place was way cooler than I expected. 
First of all it's HUGE. They host events (an art gallery when I was there). 
They have a prohibition the",0,0,0
Pane Bianco,m7PwyAvyGCyL7v6VZiH8rA,7o7MF9B9lxcWupE8jiLOaQ,3,2010-02-04,I've heard so many good things about this place. It seemed like it may be a favorite Phoenix lunch joint for cuisine aficionados and it looks like it ,0,0,0
Steele Indian School Park Dog Park,QZGSHSH1vw_tjnRH3kN3AA,2LCrT_BOJvGV4xi_lmoRcA,1,2010-08-07,"Nice try, but no cigar, as they say.  There's not enough shade to enjoy this park during the day most of the year.  There's no grass.  It's too small ",1,1,1
Different Pointe of View,WErR4c7v15QFICp7BJBySg,ST8Yzlk2MqKlcaLqL2djBg,5,2012-01-21,"i didn't think my little red pickup would make it up the hill. it kept going up and up and up, and then....we were at the top! for the Yelp event!!!!
",0,2,2
Cien Agaves Tacos & Tequila,J8p5_fVU_FoPETN3nuHiTw,1sLwaXtQpwg4sMWHnh4IuA,4,2012-01-03,Margaritas were awesome. Service was super fast and friendly. We sat outside by the fire pit it was a gorgeous evening in Scottsdale. Guac was super f,0,1,1
Papa John's Pizza,s5Oi_C9uAYbzpA1EmwJBTw,y8ETvzrwUoTzV9v09E5uPg,1,2011-05-21,"I was looking for a better pizza than my Little Caesars or Dominos near my home. Being the discounter, I found that Papa John's had a decent pizza for",0,2,0
SanTan Brewing Company,Ysbl8sQXq5K2IHMjthb5NQ,dMdCyVMvv495svMKbjLOAQ,3,2013-08-24,Went on a Wednesday night while on biz travel and this place was jam packed..... But somehow our party of 3 manged to get a table very quickly and for,0,0,0
The Vig Uptown,k5BNh00083SfHolB29P8SA,exefpuK6O1ctUUqTxq5XLg,4,2011-12-23,"Wish they had more tap beers (8) and more local ones.
HH food is great (edamame for $3.50 is a steal, as are the street tacos ($4.50).  By far the be",0,0,0
La Grande Orange,4CqLYq-WoA4Q_3X31u9yoQ,QWyHFFQQpvJQwtvA4Ea9LQ,4,2013-01-28,"Taking airport food to a higher level
Granted they get almost $8 for a pair of eggs but youll also get chicken sausage, a fruit cup and and some funky",0,1,1
Otro Cafe,Jt0if6u97qFiySWb86dY9Q,GVnM9_qz9skRCW_ORJFJAQ,4,2013-12-19,"Had the Inca salad to start and then had 2 tacos (shrimp and pork). Everything was very fresh and tasty. I don't remember having quinoa before, but am",0,0,0
Cracker Barrel,d8FMr_mB0GACWu_I0Ynsog,EP3cGJvYiuOwumerwADplg,5,2011-06-08,All I am going to say is their hash brown casserole is the best thing since sliced bread....and the sliced bread isn't bad either.  This place is pret,1,1,1
Graham Central Station,U4o1bOzMYq9dWwyJJVdS6g,Qdg7qQ9Tai7Uw2TCoQhEFw,3,2011-09-29,"My advice? Drink a fair amount as soon as you get there, because it makes this place a lot more entertaining! 
It's basically a few different bars in",0,1,1
Vitality Health & Fitness,skNbbO2m9pgWd0mqelMzOQ,AZ8HXroYOp15PtAafwTKuA,5,2013-12-27,David has the best personal and group training sessions I have ever been in.  He customizes the training to address your bodies individual problem are,0,0,0
University Of Phoenix Stadium,KNcqecDlbNXoEXj76aUayg,N6hJMLqWiIlXZ_lgBjg3Fw,5,2013-12-10,"One of the greatest stadiums ever. When the plans were drawn up to create a stadium here, this is the perfect location.  And what a job they did.
Yes",0,0,0
Binkley's,1ohV-AKGrQDXFtpOxrZqJQ,zaMpyqjK3jFaYl9Sv-Q6yg,5,2011-03-23,"Simply the best restaurant in the greater Phoenix area.  The foie gras was top notch, and while I have had foie gras many places, Chef Binkley just ma",0,2,0
BJ's Restaurant & Brewhouse,e-eN4PE5DnIQisJcoywnHg,BMEm3AVH1Dkg39ggzEQvqg,2,2012-10-17,"First the good: I love the fact that as a business, BJ's supports groups like the Cystic Fibrosis Foundation and is doing things in October for breast",0,1,1
Good Guys Seafood,frqchPpjEoBBYACE8qN-gw,29cdgcMOhsypaj1z9tJgUQ,5,2013-06-18,My wife and I ate here today. We are from Maryland and always took seafood for granted until we moved out here to the desert. Not many places in the P,0,2,3
Cracker Barrel Old Country Store Inc,rA3OAPXzMK_fSHQAS-LCSQ,xNb8pFe99ENj8BeMsCBPcQ,3,2011-06-10,"***Cracker Barrel is a countrified Denny's, but the food is better than that chain and their lack of presence on the West Coast makes their Arizona lo",11,12,12
Songbird Coffee & Tea House,C5_-teR-YTEnAjZhXn2odQ,7o5gNRyBh-do_xuwBljtFA,5,2012-08-09,"First of all, this is the cutest, most adorable coffee shop!  This place also have the owners to go along with the atmosphere...a husband and wife tea",0,1,0
My Big Fat Greek Express,7-VZH6JDCnrc4GYgYMyK_g,am9yAm4Ph7yk81sFkHlxig,5,2010-08-05,"This place isn't in my neighborhood but I wish it was.  For a Thursday afternoon at 2 there was a line, always a good sign.  I got the falafel pita wh",0,1,0
The House at Secret Garden,_qb6uTr56udgoJxcVSgLKA,aPefu3xTD6tHUzbSMrtBlg,5,2012-12-11,Dined with a group recently in the urban barn. What a cool spot! First they had appetizers under there Carob tree that had this amazing setup of star ,0,1,1
Over Easy,5nETrYcbQhn73jXVqfV2Dg,FktbKOzznpoKTNXMVtc8EA,2,2009-11-09,"Disorganized. Disgusting. But friendly, and the price is right.  
Several open tables, yet still a 20 minute wait.  Almost as many staff as customers",1,1,0
Asiana Market,2jeog2ej_GE0zgXyQpk_-w,HFzJb1EnBsB6fD5s-9fXUA,4,2011-11-18,This market has a much larger selection than a lot of the markets in the valley. I love their selection of ramen soups. The veggies always seem very f,0,0,0
Maui Dog,e00qsFDGugYcSPY6AYDLNg,_5bJpULon4g1Oa_NtzFZRw,5,2011-10-24,One of those places thats literally a shack that you hope is a diamond in the rough and the good news is that it is! There is no reason why some of th,0,2,1
Gordon Biersch Brewery Restaurant,YZDhgClNQOYLB0OYkC0xhA,_4lqpCYCqOQzbB6xQGGhrQ,3,2010-10-16,"I've been here probably about five times and each time is like being on a roller coaster.. up.. down.. up ... down.  So with Gordon Biersch, the food ",0,0,0
Pest'R Us Exterminating,yv2l52uyuXg2cx_geEAaMA,PM0-geKNef9gXL0Okp1qBw,5,2012-11-01,"We have been using Pest R Us for at least six or seven years. Great service, always friendly and I never have to worry about bugs. I like that I have ",0,0,0
Musical Instrument Museum,36h4ALZyBXm_0GeDjDGumQ,gMeAqH7sqb65E9lOZq8Bbg,5,2011-01-12,Most amazing collection of instruments but even better is the video/audio Guide that starts. When you walk by the instruments!!!!,0,1,0
Harvey's Wineburger,KCRW_y--viviVK5Jfd_bkw,U4HYIhMa4sLRcFWmhx8f4Q,5,2013-09-16,I would drink here everyday if I lived in phoenix,0,0,0
Sushi Brokers,UGdiPY6r7J0cQa_1Cq1V2A,eZZwcrpbf9M8AlEQT3DsCA,3,2012-08-12,"They have a great reverse happy hour,  10-close every night. Veggie tempura is so yummy and only $4 and the sushi is pretty good.  My favorite is the ",0,1,0
Valley Metro Rail,p1l2dt42P-0mJ-z4bsciXw,H_JsAwjiGEOr_RlZmwfNsA,4,2012-09-04,The light rail is great. I ride it 3 or 4 times a week. It's cheap transportation with air conditioning and free entertainment. Most people will leave,0,1,1
Barnet Dulaney Perkins Eye Center,mJ90V3BYjVTdL0760LJqxQ,rIkxXjBKAeKKSYfLMgocLA,5,2013-03-01,Absolutely the best eye care available.  They have taken such good care of my mother over the years I intend to start seeing them in the new Flagstaff,0,0,0
The Hive,PGVNZFXIvP64swLNlXR9OQ,GhCA6N7sRYZHBr5QKAcCWg,5,2011-05-15,"We got here as part of the Calle 16 Jane's Walk last Sunday, and my 18 year-old daughter's eyes just lit up.  To make that happen nowadays takes somet",0,0,0
Romano's Macaroni Grill,e2MhKuh4HW2oIw5N_N2ejw,p3QX1ZoFOCrin4ojNOVkBg,1,2012-06-08,We've moved away from chain restaurants due to the lack of service we typically receive.  I almost felt judged by the server because we weren't dresse,0,2,0
Olive & Ivy,Y6RMHFn6fuMELa4-BaYL0g,3Axd355bo79I80C-_l2v9A,5,2013-06-04,Love the food here!,0,0,0
Bomberos Cafe & Wine Bar,GL_RvmTa5Ra8bBeQBYi9cg,8Pvf6MYSXxCdZSr_pXJ5fQ,5,2010-12-03,"Bombero's patio is awesome, especially with the fire pit this time of year!  The service is outstanding - Tim is a phenomenal waiter - very entertaini",0,0,0
Which Wich,8kGdTAPpI59zvNhYZhjp2Q,RNoMJJwCVz8AAR-usCvYUg,3,2013-11-05,"Update: 
Changed from 2 to 3 stars for the nice email the manager sent through Yelp. That always earns my respect. I will give it another try and subm",0,0,0
Sandwich Club,zeb2ZCA1YlK4-iLrc4z82g,r7D0pHMJC_tsh3lsF-q_SQ,4,2011-01-31,"I didn't expect to hear people speaking French in Arizona, but I also didn't know I'd wind up at the Sandwich Club. Lavazza espresso--just like a Pari",2,2,1
Sports Grill 101,AKv47LkvmhJNHAAG8zaZOg,d1vSOBq_RauHGpCh7VN7KA,5,2012-09-05,"I love sports grill!  The food is cheap and good and the drinks are a good price too.  Like other reviews said, the staff is really friendly and the o",0,0,0
Rancho De Tia Rosa,Ay86cft2IDSr6vywISMWbw,a-VGrj5Ic6fBKOkgcy7P4g,4,2011-07-19,"absolutely beautiful mexican restaurant in middle of nowhere, east mesa.  drop by if you're around.  the food's good, kinda pricey, but you'll love th",0,0,0
Solis Women's Health,0PeLjmZK38qKUyy6sZ06Gw,q9XgOylNsSbqZqF_SO3-OQ,4,2012-04-26,I used Solis for both a mammogram and an ultrasound. The wait to be seen was not bad and they had great magazines in the waiting room. Once I was see ,1,2,1
Coffee Cove,wW4W4iBUqG3G4NQg6KnCog,xAVu2pZ6nIvkdHh8vGs84Q,2,2011-11-26,Way over the top with the christian music and christian icons. Coffee is ok and the staff are pleasant - just not my cup of tea,0,1,0
Cherryblossom Noodle Cafe,tpsdIuvaQyrQBDyY6oIQHQ,7UhBV3q1JQLV3XC5OjmRNQ,4,2010-04-06,"Cute little cafe to hang out in. Food was pretty decent, considering it is Phoenix. x) Service was really good. Took a friend here that came from out ",0,0,0
Valley Eyecare Center,55FOje0vHD0wtyd4ke2Oyg,bHMnXMFi68C9hJi3sF-iYA,5,2013-02-28,"I'd been going to the same eye doctor since I first needed glasses 15 years ago. Last year, I moved to Arizona and needed to find a new optometrist. I",1,0,0
Teavana,4ImgGmJa9fZFKjA0ZDiCDw,p4Ww-_58e4DCyG4t2HnbOw,5,2012-01-26,"I've just had the best ice tea I have ever had in my life!  It's called Wild Orange Blossom!
I'm hooked! You will be too!",0,0,0
Pita Jungle,4VDzBKAXCE4_veHxRMvE6Q,e3fwzqWn2EScYXgm6NRBWQ,3,2011-01-25,"It's odd to me that no one has mentioned how filthy this restaurant is. My friend and I went to eat here the other night (my first time), and you can ",2,1,1
Brio Tuscan Grille,2SsLM9sxylH-k5Owa5X0mw,NoMnwqSNaDRf-lcwB5DKOA,2,2009-07-03,The reviews are all over the map so far for this recent entry into the Kierland-area restaurant scene - and for good reason. It seems that for each pr,0,1,1
Pita Jungle,sq-urM3rKVv3ZTvpw5UGmw,EQZjeyvQRe0xnEYcV_eK0A,4,2012-01-27,This place is pretty darn good. My wife has gone here a bunch of times without me and brought the hummus home which I have always enjoyed. I finally m,0,0,0
Los Dos Molinos,Y2SOP2UCY_fDXxrJoZckDg,xkTbpCc-YhU8-EXZDA7u0g,4,2009-04-02,"Ad this place to the bizarre Phoenix list. Don't get me wrong, the food is scorching and stellar, but everything else about this complex of tiny shack",1,3,1
Patties,F30edjBfAg06uDChCoJ1BQ,vXnfpkOK2djHNVsUxpSioQ,5,2010-01-31,Old Town Scottsdale.  Sigh.  You have this mystique.  This notoriety.  There are people all over the country that have heard that you provide an amuse,15,12,14
Original ChopShop Co.,CBrlF7QPC8lbHb4YP-xfhA,DdMKaomZKFQEc3ItFGg2aA,1,2013-07-16,"VEGANS AND HEALTH FOOD PEOPLE BEWARE!
I have a fair amount of legitimate food allergies so of course I get to be the wonderfully annoying soul who ge",0,4,1
Comedor Guadalajara,m1kX9_Uu7nXq4TOt6nsCNQ,M6oU3OBf_E6gqlfkLGlStQ,2,2011-03-13,"Dining Guadalajara was more like eating in Guadalajara, complete with a wait for a table despite having many opens ones and a questionable security gu",2,2,0
noca,lVaZDEu_kwvaaFIUF_Ef1w,ngUqhGZTsBEp2JTkqc4cNA,3,2010-08-24,"The more good food I eat, the more I realize that I need to adhere more strictly to the Yelp star-rating system. Three stars doesn't mean that a place",1,0,0
Starbucks,lh5dXJQkEDEeAUKlwxDy7g,q9XgOylNsSbqZqF_SO3-OQ,4,2011-11-17,"Ok I admit it, I have a Starbucks addiction. I'm not proud of it, and it continues to get worse.  I'm a fiend for iced coffee with soymilk, I order th",1,0,1
Zinburger,O4J_8WVR-yyBnlskwgNHGw,Lra1XesEQl1kA3bEPLRiPg,2,2012-03-03,My husband and I did not enjoy our experience at Zinburger.  We wanted to sit outside.  They told us it would be a 15 minute wait to sit outside which,0,2,1
Danny's Family Car Wash,bJWH-92BWhNCl6x0ctwldg,3ZnCGqeaJP5VDXnx_roIXQ,2,2012-10-22,"It's an OK car wash.  Not great, but not too horrific either.  You need to go during off-peak hours to maintain your sanity.  If you are in Scottsdale",0,1,0
Aunt Chilada's,yyYpzZ9y9EU-LQMlX289SA,RbCRHWZotVygDGy1wF6wHA,4,2012-07-28,I am giving Aunt Chilada's a four because the service was outstanding and the chips and salsa were good.  Not sure of our server's name (table 35 or 3,0,0,0
World of Beer,p8ZnMviav3tqVvA-TOAAPA,zNR8Q6Fw9UvlVSgxwEy-3Q,2,2012-09-13,"Someone must have talked to the staff about their poor service in the past few weeks, at least at the bar. I was asked 3 or 4 times while waiting for ",1,6,1
In-N-Out Burger,YgctN80EZTiyK2QeLC3iGA,zWtLZhs7wJoV-X9j7CGhrQ,4,2012-12-08,"Decided to try this place, since there aren't any In-N-Out Burgers in the Midwest.  The fast food was actually not half bad - color me impressed.  Thi",0,0,0
Shogun Express,1hHE8KaocBao9F3H9Gg_og,GnnuqvyK_EYHFork9XMbxA,3,2011-01-19,Stopped by for lunch on Monday and there are realtor signs on the doors and on Scottsdale Road... Another small business bites the dust...,0,0,0
AMC Desert Ridge 18,3TQVsfPKGKSa8ogk4WwRtQ,Ohs0L7Oyz-N8GLxVhhV1kw,5,2012-07-22,"Love this theater.  It is conveniently located off Loop 101, they have the best pre-show entertainment with their First Look, they have the most comfo",0,0,0
Postino Central,EyH0REUhRkclNQd8KD0TnQ,XBHJCDzNh--mBhJkzyM_iA,4,2009-08-31,"Gals pals headed to Postino for a little Happy Time and had a great time!  Surprisingly, a table was ready to go for us so we sat  and enjoyed some wi",2,3,4
Budget Rent A Car,w396acK0tvLughzl-7NwvA,Ofxlhi_HKp7myFDpwg9aIA,1,2010-10-25,I reserved a car....went to go pick it up and they said my credit was to low to rent from them....when the hell did they run my credit...scam. I rente,1,1,1
Five Guys Burgers and Fries,B7_MQcaMU3oLKsQ2zqjpJA,zMyxfKShJOT4JO2D4qvPPw,5,2013-12-16,"First time there and all I can say is that it was gooooood...
The only downside was that they were smaller than i expected, but good nonetheless...
",0,1,1
Nordstrom Rack,Ppuvv7_ezdfW_yJ6WpcpJg,PS0lCxjGNeUrKxYSdpW-Aw,4,2007-07-03,Nordstrom Rack is not your typical clothing shop. This is because this is the store where Nordstroms sends things that maybe aren't selling very well ,0,1,0
Hummus Xpress,pKZ7aV50Y2CfFjuVRp7o-w,iG8vPEoSpzRX4zm2rV6gtw,5,2013-02-20,Delicious!! We've been craving Lebanese food and are so happy that there's a place in the valley that has Lebanese dishes! Awesome concept-- can mix a,0,0,0
El Gallo De Lagos Mexican Food,Aqr-iVvcxuCh5qCkxN3NjQ,5bs9-7Fwjuv4HiQNFVZTEw,5,2012-12-15,Best pork burritos...ever,1,1,1
Mamma Mia Subs & Brick Oven Pizza,UjStbevqoyV0kRb7PrnAqA,DrWLhrK8WMZf7Jb-Oqc7ww,3,2012-09-01,The pictures proved to me that this was not true NY pizza. Too much cheese and no oregaeno or orange glistening. They don't have the slices out for yo,0,0,0
Robeks Smoothies,8Wy6nJGpBFkDfAGIknnctw,5Cd1PcOXMXxEkFuH6t6ujA,5,2012-07-20,Great acai bowls!!,0,0,0
My Big Fat Greek Express,WLvUv5J_EzAe5FbCzXg8Iw,esDbDKH7O4c9eOj00ZzVOQ,1,2012-11-05,I didn't get a chance to try the food here but Yelp won't let me post a review without any stars so I choose one because I looked forward to trying th,4,1,0
Oaxaca Sky Harbor,cih4SkBQjfUewuH8eiPzwg,F6QsMoJdvtohlbnST-fDyQ,4,2012-09-13,"I have hit this place up many times over the years. It has been here for 20 years or more. Probably one of the best places inside the airport.
It has ",4,6,5
T & S Auto Glass,p2PhnzOGPuTxm2E1XF9Lsw,sNEdk8Qy-n5yNdBLHRuFQA,5,2011-08-20,"Unfortunately, I have had reason to use the services of T&S several times.  They are always friendly and professional and insurance companies seem hap",0,0,0
Fogo de Chao Scottsdale,eO6BdU-NxLeEpqJR9KJi9g,E57V8rkRheDr5g_9MNAQwA,3,2011-01-23,"Do you remember as I do, playing The Oregon Trail video game on your apple IIe in elementary school? The part I always loved(besides naming people coo",3,2,1
